,title,stats,type,highlighted,home,away,match_id
2,Shots off target,"[7, 3]",text,home,7.0,3.0,2161954
3,Shots on target,"[6, 5]",text,home,6.0,5.0,2161954
4,Blocked shots,"[4, 0]",text,home,4.0,0.0,2161954
5,Hit woodwork,"[1, 0]",text,home,1.0,0.0,2161954
6,Shots inside box,"[12, 4]",text,home,12.0,4.0,2161954
7,Shots outside box,"[5, 4]",text,home,5.0,4.0,2161954
0,Passes,"[None, None]",title,equal,,,2161954
1,Passes,"[353, 362]",text,away,353,362,2161954
2,Accurate passes,"['269 (76%)', '262 (72%)']",text,home,269 (76%),262 (72%),2161954
3,Own half,"[0, 0]",text,equal,0,0,2161954
4,Opposition half,"[159, 144]",text,home,159,144,2161954
5,Accurate long balls,"['13 (30%)', '34 (45%)']",text,away,13 (30%),34 (45%),2161954
6,Accurate crosses,"['0 (0%)', '0 (0%)']",text,equal,0 (0%),0 (0%),2161954
7,Throws,"[13, 16]",text,away,13,16,2161954
0,Defence,"[None, None]",title,equal,,,2161954
1,Tackles won,"['15 (75%)', '10 (63%)']",text,home,15 (75%),10 (63%),2161954
2,Interceptions,"[26, 17]",text,home,26,17,2161954
3,Blocks,"[0, 0]",text,equal,0,0,2161954
4,Clearances,"[21, 11]",text,home,21,11,2161954
5,Keeper saves,"[4, 4]",text,equal,4,4,2161954
0,Duels,"[None, None]",title,equal,,,2161954
1,Duels won,"[51, 44]",text,home,51,44,2161954
2,Ground duels won,"['38 (51%)', '37 (49%)']",text,home,38 (51%),37 (49%),2161954
3,Aerial duels won,"['13 (65%)', '7 (35%)']",text,home,13 (65%),7 (35%),2161954
4,Successful dribbles,"['5 (45%)', '7 (47%)']",text,away,5 (45%),7 (47%),2161954
0,Discipline,"[None, None]",title,equal,,,2161954
1,Yellow cards,"[2, 2]",text,equal,2.0,2.0,2161954
2,Red cards,"[0, 0]",text,equal,0.0,0.0,2161954
0,Ball possession,"[60, 40]",graph,home,60,40,2161952
1,Total shots,"[17, 13]",text,home,17,13,2161952
2,Big chances,"[0, 0]",text,equal,0,0,2161952
3,Big chances missed,"[0, 0]",text,equal,0,0,2161952
4,Accurate passes,"['490 (85%)', '296 (78%)']",text,home,490 (85%),296 (78%),2161952
5,Fouls committed,"[16, 6]",text,away,16,6,2161952
6,Offsides,"[0, 1]",text,home,0,1,2161952
7,Corners,"[6, 3]",text,home,6,3,2161952
0,Shots,"[None, None]",title,equal,,,2161952
1,Total shots,"[17, 13]",text,home,17.0,13.0,2161952
2,Shots off target,"[4, 6]",text,away,4.0,6.0,2161952
3,Shots on target,"[12, 3]",text,home,12.0,3.0,2161952
4,Blocked shots,"[1, 4]",text,away,1.0,4.0,2161952
5,Hit woodwork,"[0, 1]",text,away,0.0,1.0,2161952
6,Shots inside box,"[10, 10]",text,equal,10.0,10.0,2161952
7,Shots outside box,"[7, 3]",text,home,7.0,3.0,2161952
0,Passes,"[None, None]",title,equal,,,2161952
1,Passes,"[575, 381]",text,home,575,381,2161952
2,Accurate passes,"['490 (85%)', '296 (78%)']",text,home,490 (85%),296 (78%),2161952
3,Own half,"[0, 0]",text,equal,0,0,2161952
4,Opposition half,"[256, 133]",text,home,256,133,2161952
5,Accurate long balls,"['45 (56%)', '21 (33%)']",text,home,45 (56%),21 (33%),2161952
6,Accurate crosses,"['0 (0%)', '0 (0%)']",text,equal,0 (0%),0 (0%),2161952
7,Throws,"[21, 18]",text,home,21,18,2161952
0,Defence,"[None, None]",title,equal,,,2161952
1,Tackles won,"['16 (89%)', '11 (79%)']",text,home,16 (89%),11 (79%),2161952
2,Interceptions,"[11, 17]",text,away,11,17,2161952
3,Blocks,"[0, 0]",text,equal,0,0,2161952
4,Clearances,"[11, 19]",text,away,11,19,2161952
5,Keeper saves,"[2, 9]",text,away,2,9,2161952
0,Duels,"[None, None]",title,equal,,,2161952
1,Duels won,"[43, 56]",text,away,43,56,2161952
2,Ground duels won,"['33 (43%)', '43 (57%)']",text,away,33 (43%),43 (57%),2161952
3,Aerial duels won,"['10 (43%)', '13 (57%)']",text,away,10 (43%),13 (57%),2161952
4,Successful dribbles,"['9 (60%)', '15 (71%)']",text,away,9 (60%),15 (71%),2161952
0,Discipline,"[None, None]",title,equal,,,2161952
1,Yellow cards,"[1, 0]",text,home,1.0,0.0,2161952
2,Red cards,"[0, 0]",text,equal,0.0,0.0,2161952
0,Ball possession,"[59, 41]",graph,home,59,41,2161956
1,Total shots,"[13, 9]",text,home,13,9,2161956
2,Big chances,"[0, 0]",text,equal,0,0,2161956
3,Big chances missed,"[0, 0]",text,equal,0,0,2161956
4,Accurate passes,"['365 (79%)', '219 (71%)']",text,home,365 (79%),219 (71%),2161956
5,Fouls committed,"[12, 16]",text,home,12,16,2161956
6,Offsides,"[3, 1]",text,away,3,1,2161956
7,Corners,"[4, 10]",text,away,4,10,2161956
0,Shots,"[None, None]",title,equal,,,2161956
1,Total shots,"[13, 9]",text,home,13.0,9.0,2161956
2,Shots off target,"[4, 7]",text,away,4.0,7.0,2161956
3,Shots on target,"[8, 2]",text,home,8.0,2.0,2161956
4,Blocked shots,"[1, 0]",text,home,1.0,0.0,2161956
5,Hit woodwork,"[0, 0]",text,equal,0.0,0.0,2161956
6,Shots inside box,"[7, 6]",text,home,7.0,6.0,2161956
7,Shots outside box,"[6, 3]",text,home,6.0,3.0,2161956
0,Passes,"[None, None]",title,equal,,,2161956
1,Passes,"[460, 308]",text,home,460,308,2161956
2,Accurate passes,"['365 (79%)', '219 (71%)']",text,home,365 (79%),219 (71%),2161956
3,Own half,"[0, 0]",text,equal,0,0,2161956
4,Opposition half,"[191, 139]",text,home,191,139,2161956
5,Accurate long balls,"['35 (48%)', '24 (34%)']",text,home,35 (48%),24 (34%),2161956
6,Accurate crosses,"['0 (0%)', '0 (0%)']",text,equal,0 (0%),0 (0%),2161956
7,Throws,"[23, 18]",text,home,23,18,2161956
0,Defence,"[None, None]",title,equal,,,2161956
1,Tackles won,"['9 (69%)', '10 (56%)']",text,away,9 (69%),10 (56%),2161956
2,Interceptions,"[19, 13]",text,home,19,13,2161956
3,Blocks,"[0, 0]",text,equal,0,0,2161956
4,Clearances,"[14, 15]",text,away,14,15,2161956
5,Keeper saves,"[1, 5]",text,away,1,5,2161956
0,Duels,"[None, None]",title,equal,,,2161956
1,Duels won,"[48, 40]",text,home,48,40,2161956
2,Ground duels won,"['38 (54%)', '33 (46%)']",text,home,38 (54%),33 (46%),2161956
3,Aerial duels won,"['10 (59%)', '7 (41%)']",text,home,10 (59%),7 (41%),2161956
4,Successful dribbles,"['11 (58%)', '4 (50%)']",text,home,11 (58%),4 (50%),2161956
0,Discipline,"[None, None]",title,equal,,,2161956
1,Yellow cards,"[1, 1]",text,equal,1.0,1.0,2161956
2,Red cards,"[0, 1]",text,away,0.0,1.0,2161956
0,Ball possession,"[48, 52]",graph,away,48,52,2161959
1,Total shots,"[17, 15]",text,home,17,15,2161959
2,Big chances,"[0, 0]",text,equal,0,0,2161959
3,Big chances missed,"[0, 0]",text,equal,0,0,2161959
4,Accurate passes,"['311 (78%)', '347 (79%)']",text,away,311 (78%),347 (79%),2161959
5,Fouls committed,"[15, 14]",text,away,15,14,2161959
6,Offsides,"[1, 2]",text,home,1,2,2161959
7,Corners,"[6, 6]",text,equal,6,6,2161959
0,Shots,"[None, None]",title,equal,,,2161959
1,Total shots,"[17, 15]",text,home,17.0,15.0,2161959
2,Shots off target,"[6, 6]",text,equal,6.0,6.0,2161959
3,Shots on target,"[7, 5]",text,home,7.0,5.0,2161959
4,Blocked shots,"[4, 4]",text,equal,4.0,4.0,2161959
5,Hit woodwork,"[1, 0]",text,home,1.0,0.0,2161959
6,Shots inside box,"[10, 8]",text,home,10.0,8.0,2161959
7,Shots outside box,"[7, 7]",text,equal,7.0,7.0,2161959
0,Passes,"[None, None]",title,equal,,,2161959
1,Passes,"[398, 440]",text,away,398,440,2161959
2,Accurate passes,"['311 (78%)', '347 (79%)']",text,away,311 (78%),347 (79%),2161959
3,Own half,"[0, 0]",text,equal,0,0,2161959
4,Opposition half,"[170, 193]",text,away,170,193,2161959
5,Accurate long balls,"['42 (63%)', '35 (49%)']",text,home,42 (63%),35 (49%),2161959
6,Accurate crosses,"['0 (0%)', '0 (0%)']",text,equal,0 (0%),0 (0%),2161959
7,Throws,"[17, 12]",text,home,17,12,2161959
0,Defence,"[None, None]",title,equal,,,2161959
1,Tackles won,"['12 (80%)', '15 (65%)']",text,away,12 (80%),15 (65%),2161959
2,Interceptions,"[13, 18]",text,away,13,18,2161959
3,Blocks,"[0, 0]",text,equal,0,0,2161959
4,Clearances,"[14, 19]",text,away,14,19,2161959
5,Keeper saves,"[4, 6]",text,away,4,6,2161959
0,Duels,"[None, None]",title,equal,,,2161959
1,Duels won,"[44, 59]",text,away,44,59,2161959
2,Ground duels won,"['30 (41%)', '43 (59%)']",text,away,30 (41%),43 (59%),2161959
3,Aerial duels won,"['14 (47%)', '16 (53%)']",text,away,14 (47%),16 (53%),2161959
4,Successful dribbles,"['5 (28%)', '6 (43%)']",text,away,5 (28%),6 (43%),2161959
0,Discipline,"[None, None]",title,equal,,,2161959
1,Yellow cards,"[3, 1]",text,home,3.0,1.0,2161959
2,Red cards,"[0, 0]",text,equal,0.0,0.0,2161959
0,Ball possession,"[61, 39]",graph,home,61,39,2161958
1,Total shots,"[21, 8]",text,home,21,8,2161958
2,Big chances,"[0, 0]",text,equal,0,0,2161958
3,Big chances missed,"[0, 0]",text,equal,0,0,2161958
4,Accurate passes,"['410 (83%)', '244 (73%)']",text,home,410 (83%),244 (73%),2161958
5,Fouls committed,"[10, 13]",text,home,10,13,2161958
6,Offsides,"[1, 2]",text,home,1,2,2161958
7,Corners,"[11, 0]",text,home,11,0,2161958
0,Shots,"[None, None]",title,equal,,,2161958
1,Total shots,"[21, 8]",text,home,21.0,8.0,2161958
2,Shots off target,"[4, 1]",text,home,4.0,1.0,2161958
3,Shots on target,"[10, 6]",text,home,10.0,6.0,2161958
4,Blocked shots,"[7, 1]",text,home,7.0,1.0,2161958
5,Hit woodwork,"[0, 0]",text,equal,0.0,0.0,2161958
6,Shots inside box,"[15, 6]",text,home,15.0,6.0,2161958
7,Shots outside box,"[6, 2]",text,home,6.0,2.0,2161958
0,Passes,"[None, None]",title,equal,,,2161958
1,Passes,"[496, 336]",text,home,496,336,2161958
2,Accurate passes,"['410 (83%)', '244 (73%)']",text,home,410 (83%),244 (73%),2161958
3,Own half,"[0, 0]",text,equal,0,0,2161958
4,Opposition half,"[226, 119]",text,home,226,119,2161958
5,Accurate long balls,"['51 (62%)', '27 (36%)']",text,home,51 (62%),27 (36%),2161958
6,Accurate crosses,"['0 (0%)', '0 (0%)']",text,equal,0 (0%),0 (0%),2161958
7,Throws,"[19, 9]",text,home,19,9,2161958
0,Defence,"[None, None]",title,equal,,,2161958
1,Tackles won,"['12 (92%)', '10 (67%)']",text,home,12 (92%),10 (67%),2161958
2,Interceptions,"[18, 11]",text,home,18,11,2161958
3,Blocks,"[0, 0]",text,equal,0,0,2161958
4,Clearances,"[4, 26]",text,away,4,26,2161958
5,Keeper saves,"[2, 7]",text,away,2,7,2161958
0,Duels,"[None, None]",title,equal,,,2161958
1,Duels won,"[35, 34]",text,home,35,34,2161958
2,Ground duels won,"['30 (54%)', '26 (46%)']",text,home,30 (54%),26 (46%),2161958
3,Aerial duels won,"['5 (38%)', '8 (62%)']",text,away,5 (38%),8 (62%),2161958
4,Successful dribbles,"['5 (31%)', '1 (17%)']",text,home,5 (31%),1 (17%),2161958
0,Discipline,"[None, None]",title,equal,,,2161958
1,Yellow cards,"[1, 2]",text,away,1.0,2.0,2161958
2,Red cards,"[0, 1]",text,away,0.0,1.0,2161958
0,Ball possession,"[61, 39]",graph,home,61,39,2161965
1,Total shots,"[24, 12]",text,home,24,12,2161965
2,Big chances,"[0, 0]",text,equal,0,0,2161965
3,Big chances missed,"[0, 0]",text,equal,0,0,2161965
4,Accurate passes,"['487 (84%)', '293 (77%)']",text,home,487 (84%),293 (77%),2161965
5,Fouls committed,"[4, 6]",text,home,4,6,2161965
6,Offsides,"[2, 3]",text,home,2,3,2161965
7,Corners,"[10, 2]",text,home,10,2,2161965
0,Shots,"[None, None]",title,equal,,,2161965
1,Total shots,"[24, 12]",text,home,24.0,12.0,2161965
2,Shots off target,"[10, 4]",text,home,10.0,4.0,2161965
3,Shots on target,"[8, 6]",text,home,8.0,6.0,2161965
4,Blocked shots,"[6, 2]",text,home,6.0,2.0,2161965
5,Hit woodwork,"[0, 0]",text,equal,0.0,0.0,2161965
6,Shots inside box,"[19, 7]",text,home,19.0,7.0,2161965
7,Shots outside box,"[5, 5]",text,equal,5.0,5.0,2161965
0,Passes,"[None, None]",title,equal,,,2161965
1,Passes,"[578, 382]",text,home,578,382,2161965
2,Accurate passes,"['487 (84%)', '293 (77%)']",text,home,487 (84%),293 (77%),2161965
3,Own half,"[0, 0]",text,equal,0,0,2161965
4,Opposition half,"[258, 122]",text,home,258,122,2161965
5,Accurate long balls,"['50 (68%)', '28 (43%)']",text,home,50 (68%),28 (43%),2161965
6,Accurate crosses,"['0 (0%)', '0 (0%)']",text,equal,0 (0%),0 (0%),2161965
7,Throws,"[35, 15]",text,home,35,15,2161965
0,Defence,"[None, None]",title,equal,,,2161965
1,Tackles won,"['19 (76%)', '17 (55%)']",text,home,19 (76%),17 (55%),2161965
2,Interceptions,"[13, 18]",text,away,13,18,2161965
3,Blocks,"[0, 0]",text,equal,0,0,2161965
4,Clearances,"[9, 17]",text,away,9,17,2161965
5,Keeper saves,"[4, 7]",text,away,4,7,2161965
0,Duels,"[None, None]",title,equal,,,2161965
1,Duels won,"[45, 51]",text,away,45,51,2161965
2,Ground duels won,"['38 (49%)', '40 (51%)']",text,away,38 (49%),40 (51%),2161965
3,Aerial duels won,"['7 (39%)', '11 (61%)']",text,away,7 (39%),11 (61%),2161965
4,Successful dribbles,"['7 (44%)', '5 (31%)']",text,home,7 (44%),5 (31%),2161965
0,Discipline,"[None, None]",title,equal,,,2161965
1,Yellow cards,"[1, 2]",text,away,1.0,2.0,2161965
2,Red cards,"[0, 0]",text,equal,0.0,0.0,2161965
0,Ball possession,"[51, 49]",graph,home,51,49,2161968
1,Total shots,"[11, 14]",text,away,11,14,2161968
2,Big chances,"[0, 0]",text,equal,0,0,2161968
3,Big chances missed,"[0, 0]",text,equal,0,0,2161968
4,Accurate passes,"['261 (72%)', '240 (67%)']",text,home,261 (72%),240 (67%),2161968
5,Fouls committed,"[12, 17]",text,home,12,17,2161968
6,Offsides,"[2, 3]",text,home,2,3,2161968
7,Corners,"[7, 4]",text,home,7,4,2161968
0,Shots,"[None, None]",title,equal,,,2161968
1,Total shots,"[11, 14]",text,away,11.0,14.0,2161968
2,Shots off target,"[4, 8]",text,away,4.0,8.0,2161968
3,Shots on target,"[4, 2]",text,home,4.0,2.0,2161968
4,Blocked shots,"[3, 4]",text,away,3.0,4.0,2161968
5,Hit woodwork,"[1, 0]",text,home,1.0,0.0,2161968
6,Shots inside box,"[7, 10]",text,away,7.0,10.0,2161968
7,Shots outside box,"[4, 4]",text,equal,4.0,4.0,2161968
0,Passes,"[None, None]",title,equal,,,2161968
1,Passes,"[363, 358]",text,home,363,358,2161968
2,Accurate passes,"['261 (72%)', '240 (67%)']",text,home,261 (72%),240 (67%),2161968
3,Own half,"[0, 0]",text,equal,0,0,2161968
4,Opposition half,"[153, 163]",text,away,153,163,2161968
5,Accurate long balls,"['43 (48%)', '20 (32%)']",text,home,43 (48%),20 (32%),2161968
6,Accurate crosses,"['0 (0%)', '0 (0%)']",text,equal,0 (0%),0 (0%),2161968
7,Throws,"[12, 23]",text,away,12,23,2161968
0,Defence,"[None, None]",title,equal,,,2161968
1,Tackles won,"['8 (47%)', '12 (75%)']",text,away,8 (47%),12 (75%),2161968
2,Interceptions,"[24, 10]",text,home,24,10,2161968
3,Blocks,"[0, 0]",text,equal,0,0,2161968
4,Clearances,"[18, 27]",text,away,18,27,2161968
5,Keeper saves,"[2, 3]",text,away,2,3,2161968
0,Duels,"[None, None]",title,equal,,,2161968
1,Duels won,"[62, 58]",text,home,62,58,2161968
2,Ground duels won,"['37 (51%)', '36 (49%)']",text,home,37 (51%),36 (49%),2161968
3,Aerial duels won,"['25 (53%)', '22 (47%)']",text,home,25 (53%),22 (47%),2161968
4,Successful dribbles,"['5 (45%)', '8 (47%)']",text,away,5 (45%),8 (47%),2161968
0,Discipline,"[None, None]",title,equal,,,2161968
1,Yellow cards,"[3, 2]",text,home,3.0,2.0,2161968
2,Red cards,"[0, 0]",text,equal,0.0,0.0,2161968
0,Ball possession,"[57, 43]",graph,home,57,43,2161969
1,Total shots,"[11, 17]",text,away,11,17,2161969
2,Big chances,"[0, 0]",text,equal,0,0,2161969
3,Big chances missed,"[0, 0]",text,equal,0,0,2161969
4,Accurate passes,"['286 (72%)', '173 (60%)']",text,home,286 (72%),173 (60%),2161969
5,Fouls committed,"[10, 13]",text,home,10,13,2161969
6,Offsides,"[4, 4]",text,equal,4,4,2161969
7,Corners,"[8, 11]",text,away,8,11,2161969
0,Shots,"[None, None]",title,equal,,,2161969
1,Total shots,"[11, 17]",text,away,11.0,17.0,2161969
2,Shots off target,"[5, 4]",text,home,5.0,4.0,2161969
3,Shots on target,"[2, 9]",text,away,2.0,9.0,2161969
4,Blocked shots,"[4, 4]",text,equal,4.0,4.0,2161969
5,Hit woodwork,"[0, 0]",text,equal,0.0,0.0,2161969
6,Shots inside box,"[5, 15]",text,away,5.0,15.0,2161969
7,Shots outside box,"[6, 2]",text,home,6.0,2.0,2161969
0,Passes,"[None, None]",title,equal,,,2161969
1,Passes,"[400, 290]",text,home,400,290,2161969
2,Accurate passes,"['286 (72%)', '173 (60%)']",text,home,286 (72%),173 (60%),2161969
3,Own half,"[0, 0]",text,equal,0,0,2161969
4,Opposition half,"[105, 140]",text,away,105,140,2161969
5,Accurate long balls,"['35 (47%)', '12 (21%)']",text,home,35 (47%),12 (21%),2161969
6,Accurate crosses,"['0 (0%)', '0 (0%)']",text,equal,0 (0%),0 (0%),2161969
7,Throws,"[21, 15]",text,home,21,15,2161969
0,Defence,"[None, None]",title,equal,,,2161969
1,Tackles won,"['5 (71%)', '15 (79%)']",text,away,5 (71%),15 (79%),2161969
2,Interceptions,"[17, 22]",text,away,17,22,2161969
3,Blocks,"[0, 0]",text,equal,0,0,2161969
4,Clearances,"[15, 10]",text,home,15,10,2161969
5,Keeper saves,"[2, 2]",text,equal,2,2,2161969
0,Duels,"[None, None]",title,equal,,,2161969
1,Duels won,"[44, 50]",text,away,44,50,2161969
2,Ground duels won,"['29 (48%)', '32 (52%)']",text,away,29 (48%),32 (52%),2161969
3,Aerial duels won,"['15 (45%)', '18 (55%)']",text,away,15 (45%),18 (55%),2161969
4,Successful dribbles,"['10 (48%)', '5 (83%)']",text,home,10 (48%),5 (83%),2161969
0,Discipline,"[None, None]",title,equal,,,2161969
1,Yellow cards,"[3, 2]",text,home,3.0,2.0,2161969
2,Red cards,"[0, 0]",text,equal,0.0,0.0,2161969
0,Ball possession,"[37, 63]",graph,away,37,63,2161970
1,Total shots,"[20, 10]",text,home,20,10,2161970
2,Big chances,"[0, 0]",text,equal,0,0,2161970
3,Big chances missed,"[0, 0]",text,equal,0,0,2161970
4,Accurate passes,"['201 (66%)', '426 (80%)']",text,away,201 (66%),426 (80%),2161970
5,Fouls committed,"[9, 8]",text,away,9,8,2161970
6,Offsides,"[2, 0]",text,away,2,0,2161970
7,Corners,"[7, 6]",text,home,7,6,2161970
0,Shots,"[None, None]",title,equal,,,2161970
1,Total shots,"[20, 10]",text,home,20.0,10.0,2161970
2,Shots off target,"[9, 5]",text,home,9.0,5.0,2161970
3,Shots on target,"[7, 3]",text,home,7.0,3.0,2161970
4,Blocked shots,"[4, 2]",text,home,4.0,2.0,2161970
5,Hit woodwork,"[0, 0]",text,equal,0.0,0.0,2161970
6,Shots inside box,"[16, 8]",text,home,16.0,8.0,2161970
7,Shots outside box,"[4, 2]",text,home,4.0,2.0,2161970
0,Passes,"[None, None]",title,equal,,,2161970
1,Passes,"[303, 533]",text,away,303,533,2161970
2,Accurate passes,"['201 (66%)', '426 (80%)']",text,away,201 (66%),426 (80%),2161970
3,Own half,"[0, 0]",text,equal,0,0,2161970
4,Opposition half,"[95, 251]",text,away,95,251,2161970
5,Accurate long balls,"['28 (35%)', '35 (47%)']",text,away,28 (35%),35 (47%),2161970
6,Accurate crosses,"['0 (0%)', '0 (0%)']",text,equal,0 (0%),0 (0%),2161970
7,Throws,"[23, 30]",text,away,23,30,2161970
0,Defence,"[None, None]",title,equal,,,2161970
1,Tackles won,"['16 (73%)', '14 (67%)']",text,home,16 (73%),14 (67%),2161970
2,Interceptions,"[16, 17]",text,away,16,17,2161970
3,Blocks,"[0, 0]",text,equal,0,0,2161970
4,Clearances,"[9, 13]",text,away,9,13,2161970
5,Keeper saves,"[3, 6]",text,away,3,6,2161970
0,Duels,"[None, None]",title,equal,,,2161970
1,Duels won,"[60, 61]",text,away,60,61,2161970
2,Ground duels won,"['40 (53%)', '35 (47%)']",text,home,40 (53%),35 (47%),2161970
3,Aerial duels won,"['20 (43%)', '26 (57%)']",text,away,20 (43%),26 (57%),2161970
4,Successful dribbles,"['11 (52%)', '5 (42%)']",text,home,11 (52%),5 (42%),2161970
0,Discipline,"[None, None]",title,equal,,,2161970
1,Yellow cards,"[2, 1]",text,home,2.0,1.0,2161970
2,Red cards,"[0, 0]",text,equal,0.0,0.0,2161970
0,Ball possession,"[44, 56]",graph,away,44,56,2161971
1,Total shots,"[8, 15]",text,away,8,15,2161971
2,Big chances,"[0, 0]",text,equal,0,0,2161971
3,Big chances missed,"[0, 0]",text,equal,0,0,2161971
4,Accurate passes,"['291 (77%)', '418 (82%)']",text,away,291 (77%),418 (82%),2161971
5,Fouls committed,"[9, 7]",text,away,9,7,2161971
6,Offsides,"[3, 2]",text,away,3,2,2161971
7,Corners,"[13, 6]",text,home,13,6,2161971
0,Shots,"[None, None]",title,equal,,,2161971
1,Total shots,"[8, 15]",text,away,8.0,15.0,2161971
2,Shots off target,"[3, 7]",text,away,3.0,7.0,2161971
3,Shots on target,"[2, 5]",text,away,2.0,5.0,2161971
4,Blocked shots,"[3, 3]",text,equal,3.0,3.0,2161971
5,Hit woodwork,"[0, 1]",text,away,0.0,1.0,2161971
6,Shots inside box,"[5, 8]",text,away,5.0,8.0,2161971
7,Shots outside box,"[3, 7]",text,away,3.0,7.0,2161971
0,Passes,"[None, None]",title,equal,,,2161971
1,Passes,"[376, 509]",text,away,376,509,2161971
2,Accurate passes,"['291 (77%)', '418 (82%)']",text,away,291 (77%),418 (82%),2161971
3,Own half,"[0, 0]",text,equal,0,0,2161971
4,Opposition half,"[137, 227]",text,away,137,227,2161971
5,Accurate long balls,"['39 (53%)', '30 (54%)']",text,home,39 (53%),30 (54%),2161971
6,Accurate crosses,"['0 (0%)', '0 (0%)']",text,equal,0 (0%),0 (0%),2161971
7,Throws,"[12, 29]",text,away,12,29,2161971
0,Defence,"[None, None]",title,equal,,,2161971
1,Tackles won,"['12 (71%)', '16 (94%)']",text,away,12 (71%),16 (94%),2161971
2,Interceptions,"[25, 11]",text,home,25,11,2161971
3,Blocks,"[0, 0]",text,equal,0,0,2161971
4,Clearances,"[8, 13]",text,away,8,13,2161971
5,Keeper saves,"[4, 2]",text,home,4,2,2161971
0,Duels,"[None, None]",title,equal,,,2161971
1,Duels won,"[32, 39]",text,away,32,39,2161971
2,Ground duels won,"['25 (45%)', '30 (55%)']",text,away,25 (45%),30 (55%),2161971
3,Aerial duels won,"['7 (44%)', '9 (56%)']",text,away,7 (44%),9 (56%),2161971
4,Successful dribbles,"['5 (42%)', '4 (33%)']",text,home,5 (42%),4 (33%),2161971
0,Discipline,"[None, None]",title,equal,,,2161971
1,Yellow cards,"[2, 1]",text,home,2.0,1.0,2161971
2,Red cards,"[0, 0]",text,equal,0.0,0.0,2161971
0,Ball possession,"[56, 44]",graph,home,56,44,2161973
1,Total shots,"[13, 10]",text,home,13,10,2161973
2,Big chances,"[0, 0]",text,equal,0,0,2161973
3,Big chances missed,"[0, 0]",text,equal,0,0,2161973
4,Accurate passes,"['323 (73%)', '214 (62%)']",text,home,323 (73%),214 (62%),2161973
5,Fouls committed,"[9, 18]",text,home,9,18,2161973
6,Offsides,"[3, 4]",text,home,3,4,2161973
7,Corners,"[3, 9]",text,away,3,9,2161973
0,Shots,"[None, None]",title,equal,,,2161973
1,Total shots,"[13, 10]",text,home,13.0,10.0,2161973
2,Shots off target,"[4, 3]",text,home,4.0,3.0,2161973
3,Shots on target,"[6, 6]",text,equal,6.0,6.0,2161973
4,Blocked shots,"[3, 1]",text,home,3.0,1.0,2161973
5,Hit woodwork,"[1, 0]",text,home,1.0,0.0,2161973
6,Shots inside box,"[10, 7]",text,home,10.0,7.0,2161973
7,Shots outside box,"[3, 3]",text,equal,3.0,3.0,2161973
0,Passes,"[None, None]",title,equal,,,2161973
1,Passes,"[443, 347]",text,home,443,347,2161973
2,Accurate passes,"['323 (73%)', '214 (62%)']",text,home,323 (73%),214 (62%),2161973
3,Own half,"[0, 0]",text,equal,0,0,2161973
4,Opposition half,"[197, 109]",text,home,197,109,2161973
5,Accurate long balls,"['34 (42%)', '30 (35%)']",text,home,34 (42%),30 (35%),2161973
6,Accurate crosses,"['0 (0%)', '0 (0%)']",text,equal,0 (0%),0 (0%),2161973
7,Throws,"[30, 12]",text,home,30,12,2161973
0,Defence,"[None, None]",title,equal,,,2161973
1,Tackles won,"['11 (61%)', '19 (73%)']",text,away,11 (61%),19 (73%),2161973
2,Interceptions,"[18, 36]",text,away,18,36,2161973
3,Blocks,"[0, 0]",text,equal,0,0,2161973
4,Clearances,"[11, 17]",text,away,11,17,2161973
5,Keeper saves,"[2, 4]",text,away,2,4,2161973
0,Duels,"[None, None]",title,equal,,,2161973
1,Duels won,"[59, 62]",text,away,59,62,2161973
2,Ground duels won,"['42 (52%)', '39 (48%)']",text,home,42 (52%),39 (48%),2161973
3,Aerial duels won,"['17 (43%)', '23 (58%)']",text,away,17 (43%),23 (58%),2161973
4,Successful dribbles,"['9 (43%)', '4 (33%)']",text,home,9 (43%),4 (33%),2161973
0,Discipline,"[None, None]",title,equal,,,2161973
1,Yellow cards,"[1, 2]",text,away,1.0,2.0,2161973
2,Red cards,"[0, 0]",text,equal,0.0,0.0,2161973
0,Ball possession,"[49, 51]",graph,away,49,51,2161972
1,Total shots,"[15, 15]",text,equal,15,15,2161972
2,Big chances,"[0, 0]",text,equal,0,0,2161972
3,Big chances missed,"[0, 0]",text,equal,0,0,2161972
4,Accurate passes,"['301 (80%)', '324 (81%)']",text,away,301 (80%),324 (81%),2161972
5,Fouls committed,"[20, 9]",text,away,20,9,2161972
6,Offsides,"[0, 1]",text,home,0,1,2161972
7,Corners,"[4, 4]",text,equal,4,4,2161972
0,Shots,"[None, None]",title,equal,,,2161972
1,Total shots,"[15, 15]",text,equal,15.0,15.0,2161972
2,Shots off target,"[7, 6]",text,home,7.0,6.0,2161972
3,Shots on target,"[5, 6]",text,away,5.0,6.0,2161972
4,Blocked shots,"[3, 3]",text,equal,3.0,3.0,2161972
5,Hit woodwork,"[0, 0]",text,equal,0.0,0.0,2161972
6,Shots inside box,"[10, 8]",text,home,10.0,8.0,2161972
7,Shots outside box,"[5, 7]",text,away,5.0,7.0,2161972
0,Passes,"[None, None]",title,equal,,,2161972
1,Passes,"[377, 402]",text,away,377,402,2161972
2,Accurate passes,"['301 (80%)', '324 (81%)']",text,away,301 (80%),324 (81%),2161972
3,Own half,"[0, 0]",text,equal,0,0,2161972
4,Opposition half,"[138, 190]",text,away,138,190,2161972
