,title,stats,type,highlighted,home,away,match_id
5,Keeper saves,"[1, 6]",text,away,1,6,3241347
0,Duels,"[None, None]",title,equal,,,3241347
1,Duels won,"[44, 40]",text,home,44,40,3241347
2,Ground duels won,"['34 (53%)', '30 (47%)']",text,home,34 (53%),30 (47%),3241347
3,Aerial duels won,"['10 (50%)', '10 (50%)']",text,equal,10 (50%),10 (50%),3241347
4,Successful dribbles,"['13 (68%)', '9 (90%)']",text,home,13 (68%),9 (90%),3241347
0,Discipline,"[None, None]",title,equal,,,3241347
1,Yellow cards,"[2, 0]",text,home,2.0,0.0,3241347
2,Red cards,"[0, 0]",text,equal,0.0,0.0,3241347
0,Ball possession,"[66, 34]",graph,home,66,34,3241445
1,Expected goals (xG),"['2.36', '0.20']",text,home,2.36,0.20,3241445
2,Total shots,"[17, 4]",text,home,17,4,3241445
3,Big chances,"[4, 0]",text,home,4,0,3241445
4,Big chances missed,"[4, 0]",text,away,4,0,3241445
5,Accurate passes,"['528 (86%)', '226 (70%)']",text,home,528 (86%),226 (70%),3241445
6,Fouls committed,"[10, 9]",text,away,10,9,3241445
7,Offsides,"[0, 1]",text,home,0,1,3241445
8,Corners,"[12, 3]",text,home,12,3,3241445
0,Shots,"[None, None]",title,equal,,,3241445
1,Total shots,"[17, 4]",text,home,17.0,4.0,3241445
2,Shots off target,"[5, 2]",text,home,5.0,2.0,3241445
3,Shots on target,"[6, 1]",text,home,6.0,1.0,3241445
4,Blocked shots,"[6, 1]",text,home,6.0,1.0,3241445
5,Hit woodwork,"[0, 0]",text,equal,0.0,0.0,3241445
6,Shots inside box,"[11, 3]",text,home,11.0,3.0,3241445
7,Shots outside box,"[6, 1]",text,home,6.0,1.0,3241445
0,Expected goals (xG),"[None, None]",title,equal,,,3241445
1,Expected goals (xG),"['2.36', '0.20']",text,home,2.36,0.20,3241445
2,xG first half,"['0.40', '0.17']",text,home,0.40,0.17,3241445
3,xG second half,"['1.95', '0.03']",text,home,1.95,0.03,3241445
4,xG open play,"['1.71', '0.05']",text,home,1.71,0.05,3241445
5,xG set play,"['0.65', '0.15']",text,home,0.65,0.15,3241445
6,xG on target (xGOT),"['2.47', '0.19']",text,home,2.47,0.19,3241445
0,Passes,"[None, None]",title,equal,,,3241445
1,Passes,"[614, 321]",text,home,614,321,3241445
2,Accurate passes,"['528 (86%)', '226 (70%)']",text,home,528 (86%),226 (70%),3241445
3,Own half,"[252, 111]",text,home,252,111,3241445
4,Opposition half,"[276, 115]",text,home,276,115,3241445
5,Accurate long balls,"['50 (67%)', '25 (37%)']",text,home,50 (67%),25 (37%),3241445
6,Accurate crosses,"['8 (25%)', '3 (30%)']",text,home,8 (25%),3 (30%),3241445
7,Throws,"[22, 19]",text,home,22,19,3241445
0,Defence,"[None, None]",title,equal,,,3241445
1,Tackles won,"['9 (75%)', '13 (62%)']",text,away,9 (75%),13 (62%),3241445
2,Interceptions,"[10, 18]",text,away,10,18,3241445
3,Blocks,"[0, 0]",text,equal,0,0,3241445
4,Clearances,"[16, 25]",text,away,16,25,3241445
5,Keeper saves,"[2, 5]",text,away,2,5,3241445
0,Duels,"[None, None]",title,equal,,,3241445
1,Duels won,"[55, 52]",text,home,55,52,3241445
2,Ground duels won,"['30 (45%)', '37 (55%)']",text,away,30 (45%),37 (55%),3241445
3,Aerial duels won,"['25 (63%)', '15 (38%)']",text,home,25 (63%),15 (38%),3241445
4,Successful dribbles,"['10 (56%)', '8 (73%)']",text,home,10 (56%),8 (73%),3241445
0,Discipline,"[None, None]",title,equal,,,3241445
1,Yellow cards,"[0, 1]",text,away,0.0,1.0,3241445
2,Red cards,"[0, 0]",text,equal,0.0,0.0,3241445
0,Ball possession,"[58, 42]",graph,home,58,42,3242679
1,Expected goals (xG),"['1.36', '0.70']",text,home,1.36,0.70,3242679
2,Total shots,"[14, 9]",text,home,14,9,3242679
3,Big chances,"[2, 1]",text,home,2,1,3242679
4,Big chances missed,"[1, 0]",text,away,1,0,3242679
5,Accurate passes,"['448 (81%)', '307 (75%)']",text,home,448 (81%),307 (75%),3242679
6,Fouls committed,"[9, 8]",text,away,9,8,3242679
7,Offsides,"[0, 3]",text,home,0,3,3242679
8,Corners,"[7, 1]",text,home,7,1,3242679
0,Shots,"[None, None]",title,equal,,,3242679
1,Total shots,"[14, 9]",text,home,14.0,9.0,3242679
2,Shots off target,"[7, 3]",text,home,7.0,3.0,3242679
3,Shots on target,"[3, 5]",text,away,3.0,5.0,3242679
4,Blocked shots,"[4, 1]",text,home,4.0,1.0,3242679
5,Hit woodwork,"[0, 0]",text,equal,0.0,0.0,3242679
6,Shots inside box,"[12, 5]",text,home,12.0,5.0,3242679
7,Shots outside box,"[2, 4]",text,away,2.0,4.0,3242679
0,Expected goals (xG),"[None, None]",title,equal,,,3242679
1,Expected goals (xG),"['1.36', '0.70']",text,home,1.36,0.70,3242679
2,xG first half,"['0.59', '0.46']",text,home,0.59,0.46,3242679
3,xG second half,"['0.77', '0.24']",text,home,0.77,0.24,3242679
4,xG open play,"['0.61', '0.70']",text,away,0.61,0.70,3242679
5,xG set play,"['0.75', '0.00']",text,home,0.75,0.00,3242679
6,xG on target (xGOT),"['1.37', '1.49']",text,away,1.37,1.49,3242679
0,Passes,"[None, None]",title,equal,,,3242679
1,Passes,"[555, 411]",text,home,555,411,3242679
2,Accurate passes,"['448 (81%)', '307 (75%)']",text,home,448 (81%),307 (75%),3242679
3,Own half,"[150, 124]",text,home,150,124,3242679
4,Opposition half,"[298, 183]",text,home,298,183,3242679
5,Accurate long balls,"['28 (51%)', '30 (45%)']",text,away,28 (51%),30 (45%),3242679
6,Accurate crosses,"['9 (36%)', '3 (21%)']",text,home,9 (36%),3 (21%),3242679
7,Throws,"[26, 18]",text,home,26,18,3242679
0,Defence,"[None, None]",title,equal,,,3242679
1,Tackles won,"['9 (90%)', '8 (62%)']",text,home,9 (90%),8 (62%),3242679
2,Interceptions,"[10, 21]",text,away,10,21,3242679
3,Blocks,"[0, 0]",text,equal,0,0,3242679
4,Clearances,"[17, 21]",text,away,17,21,3242679
5,Keeper saves,"[4, 1]",text,home,4,1,3242679
0,Duels,"[None, None]",title,equal,,,3242679
1,Duels won,"[34, 42]",text,away,34,42,3242679
2,Ground duels won,"['21 (44%)', '27 (56%)']",text,away,21 (44%),27 (56%),3242679
3,Aerial duels won,"['13 (46%)', '15 (54%)']",text,away,13 (46%),15 (54%),3242679
4,Successful dribbles,"['4 (67%)', '6 (67%)']",text,away,4 (67%),6 (67%),3242679
0,Discipline,"[None, None]",title,equal,,,3242679
1,Yellow cards,"[0, 1]",text,away,0.0,1.0,3242679
2,Red cards,"[0, 0]",text,equal,0.0,0.0,3242679
0,Ball possession,"[60, 40]",graph,home,60,40,3456333
1,Expected goals (xG),"['0.97', '1.22']",text,away,0.97,1.22,3456333
2,Total shots,"[13, 11]",text,home,13,11,3456333
3,Big chances,"[1, 2]",text,away,1,2,3456333
4,Big chances missed,"[0, 1]",text,home,0,1,3456333
5,Accurate passes,"['492 (83%)', '317 (79%)']",text,home,492 (83%),317 (79%),3456333
6,Fouls committed,"[11, 13]",text,home,11,13,3456333
7,Offsides,"[2, 2]",text,equal,2,2,3456333
8,Corners,"[4, 2]",text,home,4,2,3456333
0,Shots,"[None, None]",title,equal,,,3456333
1,Total shots,"[13, 11]",text,home,13.0,11.0,3456333
2,Shots off target,"[7, 3]",text,home,7.0,3.0,3456333
3,Shots on target,"[5, 6]",text,away,5.0,6.0,3456333
4,Blocked shots,"[1, 2]",text,away,1.0,2.0,3456333
5,Hit woodwork,"[0, 0]",text,equal,0.0,0.0,3456333
6,Shots inside box,"[8, 5]",text,home,8.0,5.0,3456333
7,Shots outside box,"[5, 6]",text,away,5.0,6.0,3456333
0,Expected goals (xG),"[None, None]",title,equal,,,3456333
1,Expected goals (xG),"['0.97', '1.22']",text,away,0.97,1.22,3456333
2,xG first half,"['0.36', '0.35']",text,home,0.36,0.35,3456333
3,xG second half,"['0.62', '0.88']",text,away,0.62,0.88,3456333
4,xG open play,"['0.51', '1.17']",text,away,0.51,1.17,3456333
5,xG set play,"['0.46', '0.06']",text,home,0.46,0.06,3456333
6,xG on target (xGOT),"['1.34', '1.73']",text,away,1.34,1.73,3456333
0,Passes,"[None, None]",title,equal,,,3456333
1,Passes,"[592, 401]",text,home,592,401,3456333
2,Accurate passes,"['492 (83%)', '317 (79%)']",text,home,492 (83%),317 (79%),3456333
3,Own half,"[299, 185]",text,home,299,185,3456333
4,Opposition half,"[193, 132]",text,home,193,132,3456333
5,Accurate long balls,"['49 (66%)', '32 (49%)']",text,home,49 (66%),32 (49%),3456333
6,Accurate crosses,"['5 (23%)', '2 (29%)']",text,home,5 (23%),2 (29%),3456333
7,Throws,"[32, 12]",text,home,32,12,3456333
0,Defence,"[None, None]",title,equal,,,3456333
1,Tackles won,"['10 (56%)', '9 (53%)']",text,home,10 (56%),9 (53%),3456333
2,Interceptions,"[6, 15]",text,away,6,15,3456333
3,Blocks,"[0, 0]",text,equal,0,0,3456333
4,Clearances,"[11, 41]",text,away,11,41,3456333
5,Keeper saves,"[4, 4]",text,equal,4,4,3456333
0,Duels,"[None, None]",title,equal,,,3456333
1,Duels won,"[53, 51]",text,home,53,51,3456333
2,Ground duels won,"['35 (48%)', '38 (52%)']",text,away,35 (48%),38 (52%),3456333
3,Aerial duels won,"['18 (58%)', '13 (42%)']",text,home,18 (58%),13 (42%),3456333
4,Successful dribbles,"['6 (50%)', '10 (53%)']",text,away,6 (50%),10 (53%),3456333
0,Discipline,"[None, None]",title,equal,,,3456333
1,Yellow cards,"[4, 5]",text,away,4.0,5.0,3456333
2,Red cards,"[0, 0]",text,equal,0.0,0.0,3456333
0,Ball possession,"[59, 41]",graph,home,59,41,3241459
1,Expected goals (xG),"['1.16', '1.17']",text,away,1.16,1.17,3241459
2,Total shots,"[13, 9]",text,home,13,9,3241459
3,Big chances,"[1, 2]",text,away,1,2,3241459
4,Big chances missed,"[1, 1]",text,equal,1,1,3241459
5,Accurate passes,"['433 (86%)', '292 (80%)']",text,home,433 (86%),292 (80%),3241459
6,Fouls committed,"[11, 18]",text,home,11,18,3241459
7,Offsides,"[1, 3]",text,home,1,3,3241459
8,Corners,"[11, 1]",text,home,11,1,3241459
0,Shots,"[None, None]",title,equal,,,3241459
1,Total shots,"[13, 9]",text,home,13.0,9.0,3241459
2,Shots off target,"[5, 3]",text,home,5.0,3.0,3241459
3,Shots on target,"[5, 5]",text,equal,5.0,5.0,3241459
4,Blocked shots,"[3, 1]",text,home,3.0,1.0,3241459
5,Hit woodwork,"[0, 0]",text,equal,0.0,0.0,3241459
6,Shots inside box,"[7, 4]",text,home,7.0,4.0,3241459
7,Shots outside box,"[6, 5]",text,home,6.0,5.0,3241459
0,Expected goals (xG),"[None, None]",title,equal,,,3241459
1,Expected goals (xG),"['1.16', '1.17']",text,away,1.16,1.17,3241459
2,xG first half,"['0.51', '0.64']",text,away,0.51,0.64,3241459
3,xG second half,"['0.66', '0.53']",text,home,0.66,0.53,3241459
4,xG open play,"['0.83', '1.17']",text,away,0.83,1.17,3241459
5,xG set play,"['0.33', '0.00']",text,home,0.33,0.00,3241459
6,xG on target (xGOT),"['1.07', '2.26']",text,away,1.07,2.26,3241459
0,Passes,"[None, None]",title,equal,,,3241459
1,Passes,"[501, 365]",text,home,501,365,3241459
2,Accurate passes,"['433 (86%)', '292 (80%)']",text,home,433 (86%),292 (80%),3241459
3,Own half,"[168, 160]",text,home,168,160,3241459
4,Opposition half,"[265, 132]",text,home,265,132,3241459
5,Accurate long balls,"['32 (68%)', '12 (30%)']",text,home,32 (68%),12 (30%),3241459
6,Accurate crosses,"['4 (12%)', '1 (25%)']",text,home,4 (12%),1 (25%),3241459
7,Throws,"[15, 8]",text,home,15,8,3241459
0,Defence,"[None, None]",title,equal,,,3241459
1,Tackles won,"['12 (75%)', '11 (73%)']",text,home,12 (75%),11 (73%),3241459
2,Interceptions,"[12, 15]",text,away,12,15,3241459
3,Blocks,"[0, 0]",text,equal,0,0,3241459
4,Clearances,"[5, 31]",text,away,5,31,3241459
5,Keeper saves,"[2, 3]",text,away,2,3,3241459
0,Duels,"[None, None]",title,equal,,,3241459
1,Duels won,"[53, 43]",text,home,53,43,3241459
2,Ground duels won,"['45 (58%)', '32 (42%)']",text,home,45 (58%),32 (42%),3241459
3,Aerial duels won,"['8 (42%)', '11 (58%)']",text,away,8 (42%),11 (58%),3241459
4,Successful dribbles,"['12 (67%)', '6 (50%)']",text,home,12 (67%),6 (50%),3241459
0,Discipline,"[None, None]",title,equal,,,3241459
1,Yellow cards,"[3, 3]",text,equal,3.0,3.0,3241459
2,Red cards,"[0, 0]",text,equal,0.0,0.0,3241459
0,Ball possession,"[42, 58]",graph,away,42,58,3242782
1,Expected goals (xG),"['2.26', '0.89']",text,home,2.26,0.89,3242782
2,Total shots,"[14, 16]",text,away,14,16,3242782
3,Big chances,"[3, 1]",text,home,3,1,3242782
4,Big chances missed,"[2, 1]",text,away,2,1,3242782
5,Accurate passes,"['316 (78%)', '481 (86%)']",text,away,316 (78%),481 (86%),3242782
6,Fouls committed,"[16, 11]",text,away,16,11,3242782
7,Offsides,"[0, 2]",text,home,0,2,3242782
8,Corners,"[3, 8]",text,away,3,8,3242782
0,Shots,"[None, None]",title,equal,,,3242782
1,Total shots,"[14, 16]",text,away,14.0,16.0,3242782
2,Shots off target,"[8, 8]",text,equal,8.0,8.0,3242782
3,Shots on target,"[4, 3]",text,home,4.0,3.0,3242782
4,Blocked shots,"[2, 5]",text,away,2.0,5.0,3242782
5,Hit woodwork,"[0, 0]",text,equal,0.0,0.0,3242782
6,Shots inside box,"[10, 8]",text,home,10.0,8.0,3242782
7,Shots outside box,"[4, 8]",text,away,4.0,8.0,3242782
0,Expected goals (xG),"[None, None]",title,equal,,,3242782
1,Expected goals (xG),"['2.26', '0.89']",text,home,2.26,0.89,3242782
2,xG first half,"['1.73', '0.18']",text,home,1.73,0.18,3242782
3,xG second half,"['0.53', '0.71']",text,away,0.53,0.71,3242782
4,xG open play,"['1.39', '0.72']",text,home,1.39,0.72,3242782
5,xG set play,"['0.08', '0.17']",text,away,0.08,0.17,3242782
6,xG penalty,"['0.79', '0.00']",text,home,0.79,0.00,3242782
7,xG on target (xGOT),"['1.37', '0.65']",text,home,1.37,0.65,3242782
0,Passes,"[None, None]",title,equal,,,3242782
1,Passes,"[405, 561]",text,away,405,561,3242782
2,Accurate passes,"['316 (78%)', '481 (86%)']",text,away,316 (78%),481 (86%),3242782
3,Own half,"[114, 278]",text,away,114,278,3242782
4,Opposition half,"[202, 203]",text,away,202,203,3242782
5,Accurate long balls,"['24 (45%)', '31 (53%)']",text,away,24 (45%),31 (53%),3242782
6,Accurate crosses,"['5 (25%)', '6 (24%)']",text,away,5 (25%),6 (24%),3242782
7,Throws,"[12, 12]",text,equal,12,12,3242782
0,Defence,"[None, None]",title,equal,,,3242782
1,Tackles won,"['10 (77%)', '10 (67%)']",text,equal,10 (77%),10 (67%),3242782
2,Interceptions,"[14, 7]",text,home,14,7,3242782
3,Blocks,"[0, 0]",text,equal,0,0,3242782
4,Clearances,"[24, 13]",text,home,24,13,3242782
5,Keeper saves,"[3, 2]",text,home,3,2,3242782
0,Duels,"[None, None]",title,equal,,,3242782
1,Duels won,"[31, 49]",text,away,31,49,3242782
2,Ground duels won,"['27 (42%)', '37 (58%)']",text,away,27 (42%),37 (58%),3242782
3,Aerial duels won,"['4 (25%)', '12 (75%)']",text,away,4 (25%),12 (75%),3242782
4,Successful dribbles,"['4 (40%)', '7 (70%)']",text,away,4 (40%),7 (70%),3242782
0,Discipline,"[None, None]",title,equal,,,3242782
1,Yellow cards,"[2, 2]",text,equal,2.0,2.0,3242782
2,Red cards,"[0, 0]",text,equal,0.0,0.0,3242782
0,Ball possession,"[54, 46]",graph,home,54,46,3241500
1,Expected goals (xG),"['2.24', '1.80']",text,home,2.24,1.80,3241500
2,Total shots,"[13, 12]",text,home,13,12,3241500
3,Big chances,"[3, 3]",text,equal,3,3,3241500
4,Big chances missed,"[1, 1]",text,equal,1,1,3241500
5,Accurate passes,"['336 (81%)', '267 (77%)']",text,home,336 (81%),267 (77%),3241500
6,Fouls committed,"[15, 13]",text,away,15,13,3241500
7,Offsides,"[2, 2]",text,equal,2,2,3241500
8,Corners,"[4, 5]",text,away,4,5,3241500
0,Shots,"[None, None]",title,equal,,,3241500
1,Total shots,"[13, 12]",text,home,13.0,12.0,3241500
2,Shots off target,"[7, 5]",text,home,7.0,5.0,3241500
3,Shots on target,"[3, 5]",text,away,3.0,5.0,3241500
4,Blocked shots,"[3, 2]",text,home,3.0,2.0,3241500
5,Hit woodwork,"[0, 0]",text,equal,0.0,0.0,3241500
6,Shots inside box,"[11, 10]",text,home,11.0,10.0,3241500
7,Shots outside box,"[2, 2]",text,equal,2.0,2.0,3241500
0,Expected goals (xG),"[None, None]",title,equal,,,3241500
1,Expected goals (xG),"['2.24', '1.80']",text,home,2.24,1.80,3241500
2,xG first half,"['0.41', '0.67']",text,away,0.41,0.67,3241500
3,xG second half,"['1.82', '1.13']",text,home,1.82,1.13,3241500
4,xG open play,"['1.11', '1.36']",text,away,1.11,1.36,3241500
5,xG set play,"['0.34', '0.44']",text,away,0.34,0.44,3241500
6,xG penalty,"['0.79', '0.00']",text,home,0.79,0.00,3241500
7,xG on target (xGOT),"['1.84', '2.69']",text,away,1.84,2.69,3241500
0,Passes,"[None, None]",title,equal,,,3241500
1,Passes,"[413, 345]",text,home,413,345,3241500
2,Accurate passes,"['336 (81%)', '267 (77%)']",text,home,336 (81%),267 (77%),3241500
3,Own half,"[214, 136]",text,home,214,136,3241500
4,Opposition half,"[122, 131]",text,away,122,131,3241500
5,Accurate long balls,"['31 (51%)', '24 (39%)']",text,home,31 (51%),24 (39%),3241500
6,Accurate crosses,"['11 (65%)', '4 (27%)']",text,home,11 (65%),4 (27%),3241500
7,Throws,"[14, 11]",text,home,14,11,3241500
0,Defence,"[None, None]",title,equal,,,3241500
1,Tackles won,"['10 (59%)', '9 (56%)']",text,home,10 (59%),9 (56%),3241500
2,Interceptions,"[5, 9]",text,away,5,9,3241500
3,Blocks,"[0, 0]",text,equal,0,0,3241500
4,Clearances,"[12, 14]",text,away,12,14,3241500
5,Keeper saves,"[3, 1]",text,home,3,1,3241500
0,Duels,"[None, None]",title,equal,,,3241500
1,Duels won,"[58, 39]",text,home,58,39,3241500
2,Ground duels won,"['36 (53%)', '32 (47%)']",text,home,36 (53%),32 (47%),3241500
3,Aerial duels won,"['22 (76%)', '7 (24%)']",text,home,22 (76%),7 (24%),3241500
4,Successful dribbles,"['6 (43%)', '4 (36%)']",text,home,6 (43%),4 (36%),3241500
0,Discipline,"[None, None]",title,equal,,,3241500
1,Yellow cards,"[1, 3]",text,away,1.0,3.0,3241500
2,Red cards,"[0, 0]",text,equal,0.0,0.0,3241500
0,Ball possession,"[70, 30]",graph,home,70,30,3241243
1,Expected goals (xG),"['3.35', '1.40']",text,home,3.35,1.40,3241243
2,Total shots,"[22, 3]",text,home,22,3,3241243
3,Big chances,"[6, 2]",text,home,6,2,3241243
4,Big chances missed,"[5, 1]",text,away,5,1,3241243
5,Accurate passes,"['609 (90%)', '224 (74%)']",text,home,609 (90%),224 (74%),3241243
6,Fouls committed,"[10, 17]",text,home,10,17,3241243
7,Offsides,"[0, 1]",text,home,0,1,3241243
8,Corners,"[6, 0]",text,home,6,0,3241243
0,Shots,"[None, None]",title,equal,,,3241243
1,Total shots,"[22, 3]",text,home,22.0,3.0,3241243
2,Shots off target,"[10, 0]",text,home,10.0,0.0,3241243
3,Shots on target,"[9, 2]",text,home,9.0,2.0,3241243
4,Blocked shots,"[3, 1]",text,home,3.0,1.0,3241243
5,Hit woodwork,"[0, 0]",text,equal,0.0,0.0,3241243
6,Shots inside box,"[14, 3]",text,home,14.0,3.0,3241243
7,Shots outside box,"[8, 0]",text,home,8.0,0.0,3241243
0,Expected goals (xG),"[None, None]",title,equal,,,3241243
1,Expected goals (xG),"['3.35', '1.40']",text,home,3.35,1.40,3241243
2,xG first half,"['0.70', '0.61']",text,home,0.70,0.61,3241243
3,xG second half,"['2.65', '0.79']",text,home,2.65,0.79,3241243
4,xG open play,"['1.38', '0.58']",text,home,1.38,0.58,3241243
5,xG set play,"['1.96', '0.04']",text,home,1.96,0.04,3241243
6,xG penalty,"['0.00', '0.79']",text,away,0.00,0.79,3241243
7,xG on target (xGOT),"['2.50', '1.69']",text,home,2.50,1.69,3241243
0,Passes,"[None, None]",title,equal,,,3241243
1,Passes,"[680, 302]",text,home,680,302,3241243
2,Accurate passes,"['609 (90%)', '224 (74%)']",text,home,609 (90%),224 (74%),3241243
3,Own half,"[234, 147]",text,home,234,147,3241243
4,Opposition half,"[375, 77]",text,home,375,77,3241243
5,Accurate long balls,"['47 (76%)', '31 (48%)']",text,home,47 (76%),31 (48%),3241243
6,Accurate crosses,"['12 (33%)', '1 (25%)']",text,home,12 (33%),1 (25%),3241243
7,Throws,"[23, 9]",text,home,23,9,3241243
0,Defence,"[None, None]",title,equal,,,3241243
1,Tackles won,"['10 (83%)', '9 (75%)']",text,home,10 (83%),9 (75%),3241243
2,Interceptions,"[12, 10]",text,home,12,10,3241243
3,Blocks,"[0, 0]",text,equal,0,0,3241243
4,Clearances,"[4, 24]",text,away,4,24,3241243
5,Keeper saves,"[1, 7]",text,away,1,7,3241243
0,Duels,"[None, None]",title,equal,,,3241243
1,Duels won,"[45, 34]",text,home,45,34,3241243
2,Ground duels won,"['34 (58%)', '25 (42%)']",text,home,34 (58%),25 (42%),3241243
3,Aerial duels won,"['11 (55%)', '9 (45%)']",text,home,11 (55%),9 (45%),3241243
4,Successful dribbles,"['6 (55%)', '3 (50%)']",text,home,6 (55%),3 (50%),3241243
0,Discipline,"[None, None]",title,equal,,,3241243
1,Yellow cards,"[2, 2]",text,equal,2.0,2.0,3241243
2,Red cards,"[0, 1]",text,away,0.0,1.0,3241243
0,Ball possession,"[62, 38]",graph,home,62,38,3456336
1,Expected goals (xG),"['2.01', '1.61']",text,home,2.01,1.61,3456336
2,Total shots,"[14, 9]",text,home,14,9,3456336
3,Big chances,"[2, 2]",text,equal,2,2,3456336
4,Big chances missed,"[1, 1]",text,equal,1,1,3456336
5,Accurate passes,"['371 (82%)', '196 (72%)']",text,home,371 (82%),196 (72%),3456336
6,Fouls committed,"[13, 14]",text,home,13,14,3456336
7,Offsides,"[4, 1]",text,away,4,1,3456336
8,Corners,"[3, 4]",text,away,3,4,3456336
0,Shots,"[None, None]",title,equal,,,3456336
1,Total shots,"[14, 9]",text,home,14.0,9.0,3456336
2,Shots off target,"[5, 5]",text,equal,5.0,5.0,3456336
3,Shots on target,"[6, 1]",text,home,6.0,1.0,3456336
4,Blocked shots,"[3, 3]",text,equal,3.0,3.0,3456336
5,Hit woodwork,"[0, 0]",text,equal,0.0,0.0,3456336
6,Shots inside box,"[9, 6]",text,home,9.0,6.0,3456336
7,Shots outside box,"[5, 3]",text,home,5.0,3.0,3456336
0,Expected goals (xG),"[None, None]",title,equal,,,3456336
1,Expected goals (xG),"['2.01', '1.61']",text,home,2.01,1.61,3456336
2,xG first half,"['1.06', '0.85']",text,home,1.06,0.85,3456336
3,xG second half,"['0.95', '0.76']",text,home,0.95,0.76,3456336
4,xG open play,"['0.15', '0.89']",text,away,0.15,0.89,3456336
5,xG set play,"['0.28', '0.72']",text,away,0.28,0.72,3456336
6,xG penalty,"['1.57', '0.00']",text,home,1.57,0.00,3456336
7,xG on target (xGOT),"['2.67', '0.61']",text,home,2.67,0.61,3456336
0,Passes,"[None, None]",title,equal,,,3456336
1,Passes,"[452, 271]",text,home,452,271,3456336
2,Accurate passes,"['371 (82%)', '196 (72%)']",text,home,371 (82%),196 (72%),3456336
3,Own half,"[249, 112]",text,home,249,112,3456336
4,Opposition half,"[122, 84]",text,home,122,84,3456336
5,Accurate long balls,"['33 (48%)', '24 (46%)']",text,home,33 (48%),24 (46%),3456336
6,Accurate crosses,"['7 (47%)', '4 (24%)']",text,home,7 (47%),4 (24%),3456336
7,Throws,"[18, 18]",text,equal,18,18,3456336
0,Defence,"[None, None]",title,equal,,,3456336
1,Tackles won,"['5 (45%)', '8 (67%)']",text,away,5 (45%),8 (67%),3456336
2,Interceptions,"[9, 11]",text,away,9,11,3456336
3,Blocks,"[0, 0]",text,equal,0,0,3456336
4,Clearances,"[14, 14]",text,equal,14,14,3456336
5,Keeper saves,"[0, 4]",text,away,0,4,3456336
0,Duels,"[None, None]",title,equal,,,3456336
1,Duels won,"[42, 49]",text,away,42,49,3456336
2,Ground duels won,"['29 (48%)', '31 (52%)']",text,away,29 (48%),31 (52%),3456336
3,Aerial duels won,"['13 (42%)', '18 (58%)']",text,away,13 (42%),18 (58%),3456336
4,Successful dribbles,"['5 (36%)', '8 (80%)']",text,away,5 (36%),8 (80%),3456336
0,Discipline,"[None, None]",title,equal,,,3456336
1,Yellow cards,"[3, 4]",text,away,3.0,4.0,3456336
2,Red cards,"[0, 0]",text,equal,0.0,0.0,3456336
0,Ball possession,"[48, 52]",graph,away,48,52,3241244
1,Expected goals (xG),"['1.56', '2.36']",text,away,1.56,2.36,3241244
2,Total shots,"[10, 8]",text,home,10,8,3241244
3,Big chances,"[2, 4]",text,away,2,4,3241244
4,Big chances missed,"[2, 2]",text,equal,2,2,3241244
5,Accurate passes,"['265 (71%)', '320 (77%)']",text,away,265 (71%),320 (77%),3241244
6,Fouls committed,"[14, 7]",text,away,14,7,3241244
7,Offsides,"[2, 4]",text,home,2,4,3241244
8,Corners,"[9, 2]",text,home,9,2,3241244
0,Shots,"[None, None]",title,equal,,,3241244
1,Total shots,"[10, 8]",text,home,10.0,8.0,3241244
2,Shots off target,"[7, 3]",text,home,7.0,3.0,3241244
3,Shots on target,"[1, 5]",text,away,1.0,5.0,3241244
4,Blocked shots,"[2, 0]",text,home,2.0,0.0,3241244
5,Hit woodwork,"[0, 1]",text,away,0.0,1.0,3241244
6,Shots inside box,"[7, 7]",text,equal,7.0,7.0,3241244
7,Shots outside box,"[3, 1]",text,home,3.0,1.0,3241244
0,Expected goals (xG),"[None, None]",title,equal,,,3241244
1,Expected goals (xG),"['1.56', '2.36']",text,away,1.56,2.36,3241244
2,xG first half,"['0.14', '1.63']",text,away,0.14,1.63,3241244
3,xG second half,"['1.42', '0.73']",text,home,1.42,0.73,3241244
4,xG open play,"['0.77', '2.27']",text,away,0.77,2.27,3241244
5,xG set play,"['0.78', '0.09']",text,home,0.78,0.09,3241244
6,xG on target (xGOT),"['0.14', '2.54']",text,away,0.14,2.54,3241244
0,Passes,"[None, None]",title,equal,,,3241244
1,Passes,"[372, 416]",text,away,372,416,3241244
2,Accurate passes,"['265 (71%)', '320 (77%)']",text,away,265 (71%),320 (77%),3241244
3,Own half,"[133, 185]",text,away,133,185,3241244
4,Opposition half,"[132, 135]",text,away,132,135,3241244
5,Accurate long balls,"['36 (51%)', '24 (40%)']",text,home,36 (51%),24 (40%),3241244
6,Accurate crosses,"['8 (31%)', '2 (25%)']",text,home,8 (31%),2 (25%),3241244
7,Throws,"[22, 27]",text,away,22,27,3241244
0,Defence,"[None, None]",title,equal,,,3241244
1,Tackles won,"['15 (75%)', '9 (64%)']",text,home,15 (75%),9 (64%),3241244
2,Interceptions,"[15, 14]",text,home,15,14,3241244
3,Blocks,"[0, 0]",text,equal,0,0,3241244
4,Clearances,"[5, 19]",text,away,5,19,3241244
5,Keeper saves,"[2, 1]",text,home,2,1,3241244
0,Duels,"[None, None]",title,equal,,,3241244
1,Duels won,"[43, 51]",text,away,43,51,3241244
2,Ground duels won,"['33 (48%)', '36 (52%)']",text,away,33 (48%),36 (52%),3241244
